RIEMANN HYPOTHESIS: 10,000 ZEROS
121,530.809141957067709
122,560.266777994387439
123,564.332548849820910
124,570.028531351534298
125,586.684075593494867
126,590.632203685558807
127,596.410397262511310
128,601.555998099811632
129,604.665004713974440
130,608.454565336975520
131,615.584268084659129
132,618.071733110039531
133,622.255430302331661
134,630.316023317241161
135,664.276552572253536
136,667.073694494026427
137,672.509547853917411
138,677.739865488844544
139,681.862089249726978
140,696.602446268106064
141,699.150849239080912
142,714.103846190708168
143,741.721354295242350
144,748.327080887564080
145,751.063758846965356
146,758.983816631999957
147,760.246562400473408
148,762.645671646003848
149,764.192187588417823
150,782.246835864442119
151,787.436671706876950
152,790.092720813724782
153,792.556430623671872
154,808.174591972772305
155,822.245649433453991
156,836.738760896218650
157,844.197901316159118
158,847.918242645017131
159,850.669416190562856
160,853.143583823283961
161,857.269934237416578
162,870.828492033008274
163,872.235580573714742
164,875.929657231190049
165,877.617818961106309
166,882.436416927079676
167,885.224085969306657
168,899.161829226646546
169,903.025123144115582
170,919.341558482904247
171,926.578942217804183
172,931.820421656368353
173,934.427621673607405
174,942.028723674780849
175,944.207043505125057
176,948.375079706323959
177,954.166887401540976
178,956.715355878519063
179,959.439969498010214
180,961.682623829942600
181,963.124884958389430
182,976.891051483457431
183,980.551014347495197
184,986.724105174047168
185,993.277072384744201
186,994.383006023817529
187,1007.982053537079423
188,1010.609517882157888
189,1013.090913705127718
190,1032.839281670926539
191,1036.242910166557976
192,1043.666118952028000
193,1045.170725765734915
194,1050.034087550060349
195,1053.276801926675489
196,1054.631624880458276
197,1057.190865123015101
198,1070.507744319242647
199,1071.681466713418331
200,1076.869807516563696
201,1082.839935528005526
202,1084.107683112585391
203,1088.781613688711786
204,1096.381098431919099
205,1098.888382844425678
206,1103.711340768223408
207,1116.768547862748164
208,1118.019703302775270
209,1119.510345128415338
210,1123.075519358953443
211,1125.348891142933098
212,1127.688378408709241
213,1130.346161655560763
214,1131.510180107664155
215,1133.695820716596472
216,1134.920682983427469
217,1141.288568820046294
218,1144.810214546516590
219,1158.043058913722916
220,1159.468997009842951
221,1161.410161763426458
222,1165.317227492746042
223,1179.681848232318089
224,1180.712436467228599
225,1185.843058329679707
226,1191.436792821869858
227,1193.902796198020269
228,1198.645273863419789
229,1204.962966021955708
230,1208.403682638982673
231,1209.833308391129094
232,1212.063330051332514
233,1215.354479507074529
234,1219.139560835616294
235,1221.638170641753049
236,1224.984775268979547
237,1228.725920937517458
238,1243.023152041020694
239,1256.117284086938980
240,1270.136440416249798
241,1275.062907186699704
242,1281.855676661260759
243,1283.412002136653655
244,1285.714640624250023
245,1289.193758175483481
246,1290.494320208460522
247,1303.255575752774575
248,1305.414001204675287
249,1308.947898567412949
250,1314.064566847579954
251,1316.196229132186318
252,1319.908089392793727
253,1322.238415438431502
254,1324.239964044639237
255,1330.450122851273818
256,1333.686841839476529
257,1347.963048223006808
258,1349.100355396909890
259,1351.281702773331062
260,1353.936529102532404
261,1358.484150892791376
262,1362.989422789055197
263,1365.524026766652014
264,1371.010012610206559
265,1376.124163064167078
266,1377.194508161270051
267,1379.639150763674706
268,1393.479579751050551
269,1400.486633709544549
270,1402.492521839565143
271,1403.969416702527951
272,1418.765337291687501
273,1422.499020453878074
274,1425.937101370535402
275,1439.584530156107803
276,1441.979954051276991
277,1456.128880070513787
278,1458.376825147144700
279,1460.722660064664751
280,1467.688682719434382
281,1470.927604570839776
282,1472.975265673700278
283,1486.161693033361871
284,1488.129416435930580
285,1489.216518896185335
286,1490.631462483614314
287,1503.106866556548312
288,1505.249792811050611
289,1520.241537871984292
290,1523.473809404031044
291,1524.763607713874535
292,1529.286158563675372
293,1533.901548328745548
294,1535.006327810517860
295,1536.581013966381761
296,1537.670805090560862
297,1544.093020641112162
298,1547.752359058517413
299,1548.885306194895520
300,1551.253619180629585
301,1564.957612365422847
302,1566.248543385554285
303,1570.571369137993315
304,1573.754398425266800
305,1576.195708538253712
306,1579.546925181109600
307,1584.207561189494527
308,1586.322254359876069
309,1590.936672410873371
310,1594.468390533795855
311,1596.464991346563238
312,1597.777430766906036
313,1599.901748084057090
314,1605.488256824601194
315,1611.471471607249214
316,1614.747741430874839
317,1629.685287438606110
318,1632.833735680075733
319,1637.132797029379162
320,1638.649587950020077
321,1639.804677275538779
322,1641.927029919601409
323,1644.220389320301365
324,1646.599857522320008
325,1660.037857157611825
326,1662.325890567038641
327,1674.666211659381588
328,1677.706865066347973
329,1680.129268615037290
330,1684.510528969471579
331,1688.062779002390698
332,1688.969312670709087
333,1691.471269693424802
334,1695.849240147918636
335,1699.206361052463762
336,1701.846949553494142
337,1706.221631559292746
338,1708.546177262187939
339,1720.481410581313639
340,1722.859120532150200
341,1728.677272221787234
342,1733.855293297830940
343,1735.119927132480825
344,1736.261792325902888
345,1741.758081218179086
346,1748.578652029113300
347,1750.807319592478279
348,1751.648108525607086
349,1755.211969555035012
350,1761.825615978995074
351,1765.370809971008612
352,1766.688471086409436
353,1780.722438246997399
354,1783.042634774421686
355,1786.317250120233894
356,1810.916741064213056
357,1814.051655871703815
358,1816.236643961734671
359,1817.655024437712882
360,1829.851208763119985
361,1831.912989669698618
362,1838.679921990936919
363,1842.845103263780857
364,1846.325304585252297
365,1848.370940227446908
366,1850.626730669586323
367,1856.423326450246350
368,1857.484091420734330
369,1859.510048893173916
370,1860.507911661796015
371,1872.792776363811754
372,1874.882007852608695
373,1877.107521898066352
374,1880.648222340332268
375,1883.975086237462619
376,1887.038641936188924
377,1891.701390137980525
378,1892.857070733261708
379,1895.678698372820236
380,1918.847318991697421
381,1919.956631986950470
382,1922.093906532473511
383,1923.299334114366502
384,1926.845969933129254
385,1930.243053993596959
386,1934.455953400398130
387,1936.850365373593831
388,1939.041335794371207
389,1940.991619837386679
390,1941.794037594157999
391,1943.344131562261509
392,1945.176772170482764
393,1946.636062700751381
394,1950.729009848735586
395,1952.812594359362038
396,1954.387868628425849
397,1955.332582721884819
398,1958.336587950169587
399,1970.261230105045342
400,1975.097594012142963
401,1977.101838673295561
402,1980.423922580389672
403,1982.636904488610298
404,1986.777374559865848
405,1987.813378892726860
406,1993.554830102671531
407,1996.762123972525842
408,2000.968002037505812
409,2004.164086847659291
410,2010.994500559918833
411,2015.230882420073840
412,2017.317704959253660
413,2019.846776719598665
414,2025.927716845861823
415,2028.535296472849495
416,2029.409752078570364
417,2031.714300067449813
418,2032.515910725840740
419,2034.640421121455574
420,2037.257551663988124
421,2042.381808061628817
422,2045.847777893362718
423,2050.957737931154497
424,2052.451497867516082
425,2055.446107824367573
426,2056.643057844665236
427,2060.813606196304590
428,2063.331683346086265
429,2064.281388780701946
430,2068.421121847661652
431,2070.535420794628408
432,2075.010800633142480
433,2077.132383281954390
434,2078.118216149665386
435,2079.513809176444738
436,2083.748320372728813
437,2090.136782580066665
438,2091.256006087202877
439,2092.461972013790273
440,2094.349825234542095
441,2096.370678850630611
442,2097.987082047327476
443,2101.104257176263673
444,2105.394400833924010
445,2107.236213316317844
446,2110.834056592286743
447,2112.887766996446771
448,2119.474846894783695
449,2122.476882207184190
450,2126.006058227511403
451,2126.959502638533195
452,2128.768388007593785
453,2132.065116962113734
454,2137.486906111705594
455,2140.931848899410397
456,2141.749134352241072
457,2154.915895632053889
458,2167.702052842358171
459,2168.855199165332124
460,2172.228446157033886
461,2176.220070640306858
462,2180.527930337388625
463,2181.763026551404892
464,2184.113994700209787
465,2185.955322801802595
466,2187.116107792052389
467,2189.477030982790438
468,2200.936521104201802
469,2203.261546138222911
470,2214.982455406619920
471,2216.357449781826745
472,2222.593404412799828
473,2223.742685438393437
474,2225.594615631415763
475,2227.935214202900625
476,2229.140981690614808
477,2230.885505062680295
478,2232.004590003056819
479,2235.582029109332325
480,2252.713060814639448
481,2254.469277445596617
482,2255.795546445895980
483,2260.841260248150775
484,2262.993490058543102
485,2267.339000072883664
486,2273.905002372028321
487,2275.086042837653622
488,2277.054084293013602
489,2278.115095160819237
490,2281.408308613621557
491,2293.879493991571962
492,2296.078314731295904
493,2308.170579196222661
494,2309.905842636808302
495,2312.060584576637211
496,2313.148994173908250
497,2318.805228655878182
498,2320.936606820600900
499,2322.833313639420794
500,2325.958648194477519
501,2337.751446352324820
502,2339.624856286496197
503,2340.796720648027531
504,2344.292041973882078
505,2355.821206544261713
506,2357.600317053572780
507,2358.936882680954113
508,2365.169723915021223
509,2367.261304970221317
510,2372.463604904261501
511,2377.785390734090470
512,2383.366861386818073
513,2386.448368916234813
514,2387.254938303185099
515,2388.725363877403652
516,2391.771638020185492
517,2393.619535642173560
518,2397.768017630985469
519,2400.170568649284633
520,2401.476531055748183
521,2403.436281937484182
522,2406.219046392740438
523,2407.700394349845737
524,2409.466358555069291
525,2414.007864257936944
526,2418.214859250698737
527,2421.132546974140951
528,2422.175887347606931
529,2423.534231516724958
530,2427.659536491684776
531,2431.598209333390059
532,2432.755659533407652
533,2433.996842458016999
534,2436.205302302172640
535,2461.150277610750436
536,2462.419588892716547
537,2463.586329463971197
538,2467.608153108815713
539,2469.824654937663126
540,2473.077107097385579
541,2477.044605839146698
542,2477.948668736325999
543,2481.329561851052858
544,2484.473634372363904
545,2485.748081159589674
546,2491.885043823882370
547,2494.841439671740318
548,2495.912775653141125
549,2508.716943724454268
550,2509.674748173124044
551,2511.639989719723872
552,2512.576785602814198
553,2513.647393478415779
554,2517.191848438390025
555,2523.218359656299526
556,2524.057773032131536
557,2527.448508133653831
558,2529.361128934213411
559,2531.482496846423146
560,2536.839132636297109
561,2539.967569717222432
562,2541.952253376057797
563,2543.278180561380395
564,2544.314682535947213
565,2555.818658154822515
566,2558.033476415249879
567,2558.688319374602997
568,2571.586817865206285
569,2572.349660348826092
570,2575.386681087870329
571,2577.484950729286993
572,2582.990063090149306
573,2584.768251151884215
574,2586.960696268126867
575,2590.388566212241585
576,2593.290643276529408
577,2597.594781628155033
578,2598.630575255991516
579,2600.657861507746929
580,2603.643669773706279
581,2607.023856898653321
582,2612.941908158273236
583,2617.372658753763517
584,2618.282161835150873
585,2620.286523859911085
586,2621.408169847616136
587,2626.515289137139007
588,2629.585558883446083
589,2632.015340782176736
590,2634.019722025243482
591,2635.204300790129764
592,2639.074323640149942
593,2640.020199236499593
594,2645.370289696335021
595,2646.696414136091789
596,2648.565356593144770
597,2649.350940824730515
598,2652.795181558014065
599,2653.887748238081258
600,2655.628571548909804
601,2659.673804875727456
602,2662.154580730588350
603,2664.226208310966740
604,2666.038439833397661
605,2668.371250367451921
606,2669.285539100922051
607,2672.585962960604775
608,2678.579445047399531
609,2680.822300016847294
610,2681.849806685646854
611,2683.868373052591778
612,2695.246821376985736
613,2698.321943184540942
614,2702.416325713606966
615,2706.496686650815718
616,2708.513432180172913
617,2712.762478815252507
618,2715.998814623082581
619,2727.290718259911955
620,2729.382139084530536
621,2730.625718483864148
622,2741.804768602241893
623,2742.925824286602165
624,2743.978306525426433
625,2746.734111342757387
626,2748.954049181836126
627,2750.352970840857324
628,2754.487039014676611
629,2755.401004371105500
630,2757.321923466109183
631,2758.223690349256231
632,2762.494027243147684
633,2765.440251394215011
634,2768.612512510957004
635,2770.951858511923547
636,2771.930930699933469
637,2773.012977816772491
638,2774.687708367615869
639,2775.691988595282965
640,2779.093119232651134
641,2782.041188829655766
642,2783.923594030008644
643,2786.005415103559699
644,2789.093471384068835
645,2790.507594916984544
646,2793.329822182161934
647,2794.173150179402910
648,2805.960082303196032
649,2810.705912297646591
650,2812.814296096913040
651,2815.892867889152967
652,2817.923506808358525
653,2824.225469398698351
654,2835.791168908365307
655,2838.832713667395183
656,2840.888619626725358
657,2845.008796139667083
658,2848.785107495831198
659,2849.769109798155114
660,2852.904231755748242
661,2866.477417310790770
662,2868.698492601620273
663,2874.554972819431441
664,2875.870388966177870
665,2877.561275470040073
666,2878.492880402043738
667,2879.843652114634551
668,2880.989560229485505
669,2884.040264501033107
670,2885.804495454158769
671,2899.189215604999390
672,2901.254669270691465
673,2904.579192898851488
674,2906.194825259523441
675,2907.627170003466745
676,2908.648075517945927
677,2912.357982831220852
678,2913.488370648391083
679,2914.770399544760039
680,2915.700050653716062
681,2920.638524001974019
682,2932.846472074579196
683,2944.332233492411433
684,2948.346649367651935
685,2950.539598622312951
686,2952.260163479020321
687,2953.568084637605807
688,2956.249556080342245
689,2958.270032203238770
690,2961.809650001422597
691,2962.828597277290100
692,2964.620610304422826
693,2970.017983246516451
694,2972.827817989953928
695,2975.000619297505182
696,2977.927325134590319
697,2983.843252897249386
698,2988.928539604919024
699,2990.414742998194015
700,2992.179256373072803
701,3003.450573618732960
702,3004.436231817604494
703,3007.500388141297663
704,3010.535176245490675
705,3011.303194181780782
706,3012.753651653429188
707,3014.508751838652643
708,3016.433856464313976
709,3017.799541640095413
710,3019.448175839804207
711,3020.512268471677089
712,3024.766167812721051
713,3036.148197765903205
714,3037.961954797179715
715,3039.119613386090805
716,3041.298535406439896
717,3043.991356655223171
718,3046.095128990010835
719,3050.076520374910615
720,3051.410471681798754
721,3052.444541171616493
722,3053.366579021952475
723,3056.284540817178822
724,3058.053282750442577
725,3059.480690824294925
726,3063.455475645536808
727,3065.272662225906060
728,3066.353387497428685
729,3070.516534219155346
730,3074.566408668718850
731,3075.859509319905555
732,3077.402149725836352
733,3079.897994563586963
734,3080.840529131468884
735,3084.888863975839286
736,3098.074244641733458
737,3098.742000093926436
738,3101.098128019548767
739,3111.905530841696873
740,3112.868179920078092
741,3114.966772976888024
742,3117.255235446873030
743,3118.964774769812720
744,3121.043868079770618
745,3124.112310424129191
746,3125.351852791462989
747,3126.460514438329483
748,3137.199442201491365
749,3143.543306212321568
750,3144.499494319938549
751,3146.276783671100475
752,3147.358566796173818
753,3148.343290755132784
754,3153.582206948703970
755,3155.320737872479185
756,3158.557377586516850
757,3159.764414007360301
758,3161.373502428833945
759,3165.561522508972303
760,3171.818834063305530
761,3174.803470992368602
762,3175.551820455308189
763,3176.949828769623309
764,3178.923989052116667
765,3180.002444880176881
766,3182.817463512854374
767,3187.692044362686829
768,3188.893225895235446
769,3191.713765213807619
770,3194.750859346866037
771,3195.757178429082160
772,3207.283702179364354
773,3208.078353378602515
774,3221.170962291061187
775,3223.410426882476258
776,3224.194839480536302
777,3225.374599761976697
778,3227.029952198078263
779,3229.001848109597177
780,3230.030713990443019
781,3233.959487552735027
782,3235.166681533840347
783,3237.079546720699909
784,3238.012475776289648
785,3239.063541921113483
786,3243.512784557251507
787,3246.056568330447590
788,3249.282447817665343
789,3251.532252384899039
790,3253.381760449704416
791,3255.133863300499343
792,3256.374702971673287
793,3259.557969668997430
794,3261.159020938984213
795,3265.184816180998951
796,3266.182586898512909
797,3268.224638199577385
798,3269.562607023273358
799,3270.291899397175712
800,3273.343551751316681
801,3276.159068200757247
802,3279.521068569582894
803,3281.720887450920600
804,3284.539794108959995
805,3286.687930835403677
806,3289.739201785333535
807,3291.367578413377942
808,3292.261914822121071
809,3298.329145426740979
810,3300.464486007243522
811,3301.378598343997055
812,3305.515789147849773
813,3316.737644643240401
814,3318.403062306015272
815,3319.382843114278785
816,3320.629253347452050
817,3321.703142436002508
818,3323.435087282468885
819,3325.665489235666428
820,3329.494729054129948
821,3331.383802914534954
822,3332.742425881266627
823,3333.761439986110872
824,3336.542637098697014
825,3347.478016338296129
826,3349.799090578896994
827,3350.828317571595107
828,3355.530385847124307
829,3358.374253815210523
830,3359.441294497967192
831,3360.615452625301714
832,3361.876279375595459
833,3364.341408100524404
834,3365.646803285932947
835,3367.739861356846632
836,3378.823664971546350
837,3379.441545940678679
838,3381.648859004508722
839,3383.836425967467221
840,3387.782675523592388
841,3389.632435324661856
842,3391.493823498934489
843,3393.694880779054984
844,3395.583458291825991
845,3400.311474534589706
846,3401.411656903449966
847,3404.341048721909374
848,3405.776790880110184
849,3406.696135221847726
850,3407.720908762189993
851,3409.589095785421705
852,3410.402005245476630
853,3411.826616918648142
854,3413.682107048867238
855,3415.794676250040993
856,3418.759070753086235
857,3420.525282496638738
858,3421.343802592949487
859,3423.579443873392393
860,3424.739877812801751
861,3427.441071455499241
862,3428.325825717078260
863,3430.638366667617447
864,3433.337717145521765
865,3434.448027529328556
866,3445.289394251200520
867,3447.681549407051079
868,3452.583926905493627
869,3453.671965656354587
870,3455.499311851471703
871,3456.237171366357870
872,3457.239651988988498
873,3460.502381073902598
874,3472.242260197824180
875,3473.184815304062340
876,3475.248924718059698
877,3476.538350477320819
878,3479.443275072944289
879,3484.140452736273346
880,3487.525664003039310
881,3488.464825599047344
882,3492.441600899041532
883,3495.953996631136761
884,3497.360572462946038
885,3501.158743088549272
886,3504.964185090282172
887,3515.917214903766762
888,3518.018631351992553
889,3518.883814129910206
890,3519.841886316192358
891,3524.233367404646742
892,3529.937633856802222
893,3530.921080673822416
894,3532.062126924530730
895,3534.072658554087866
896,3535.763531690803575
897,3537.684895069660797
898,3539.060958225187278
899,3543.834043012263919
900,3545.690908329506783
901,3546.899042922584613
902,3550.833127014451293
903,3553.814551529085747
904,3555.508399383866617
905,3560.756830336648363
906,3564.785287991937366
907,3566.865992500286666
908,3567.755050884798038
909,3570.807649514214518
910,3572.535129637971750
911,3575.456611963957130
912,3578.358401982691703
913,3579.758799638805613
914,3581.569264727491827
915,3582.443868692519573
916,3596.393861908914914
917,3600.189711019661445
918,3601.059253942198211
919,3602.379545664140551
920,3604.302691716581649
921,3606.333262945341630
922,3609.251978243675694
923,3611.060368646562438
924,3612.056828770517768
925,3614.300088446269001
926,3624.843828752299032
927,3627.077722069112951
928,3627.904850419277409
929,3634.080805823691662
930,3645.608744567110080
931,3651.813594307653148
932,3655.860675671799982
933,3656.427292391779247
934,3660.721782937181160
935,3662.380540728527194
936,3663.418388304071414
937,3666.256230978377062
938,3667.782180525148760
939,3669.457383767661668
940,3672.361881500300115
941,3675.204508487659950
942,3676.338047786143761
943,3688.164270015635793
944,3690.194657371977428
945,3691.015504282489928
946,3693.391932991039539
947,3696.091440499331839
948,3700.827857276033683
949,3702.100383954805238
950,3704.186658835388698
951,3705.142585002120541
952,3715.838514863561159
953,3717.760479046777164
954,3719.507689043241498
955,3722.645967398578250
956,3724.895386663036788
957,3726.503219780174732
958,3729.489489471895013
959,3731.625943047139572
960,3733.662673441897823
961,3736.451960262435023
962,3737.474040175738082
963,3738.610793404361630
964,3742.499890049840815
965,3746.123192296613524
966,3750.325146494584715
967,3751.156244225309365
968,3753.195428453647764
969,3755.904454949299179
970,3761.070372373308146
971,3763.988051320473460
972,3766.833570215968848
973,3770.113308963732379
974,3771.719769781000650
975,3773.960466302120039
976,3775.731979832362867
977,3777.851763181429760
978,3778.831492888865341
979,3781.657161803602776
980,3782.412218935988221
981,3785.804163906095255
982,3788.277866048311807
983,3792.602848582099796
984,3796.106238910946104
985,3799.288776102597240
986,3800.153609280207547
987,3805.454310948039165
988,3806.288451941389667
989,3808.110020641656320
990,3809.884028885256612
991,3811.133465462774893
992,3813.006449484191307
993,3817.783531268541083
994,3839.464829063203524
995,3840.539379086572808
996,3841.670041002714242
997,3842.685878409936777
998,3844.389475621659585
999,3846.434932418849257
1000,3848.433135104601206
1001,3850.144627393986411
1002,3851.393537108447163
1003,3854.916837780649985
1004,3859.263040580889992
1005,3860.104203452747242
1006,3861.844648954433524
1007,3863.009302485446369
1008,3864.182966124449194
1009,3870.126637132482301
1010,3872.679152325112682
1011,3873.764480516653293
1012,3876.625774127771820
1013,3881.515461111508102
1014,3887.369064346434243
1015,3890.329775544244967
1016,3893.455482835925523
1017,3906.104978803638915
1018,3910.973353903101270
1019,3914.973508975665936
1020,3917.679680351854131
1021,3920.482614310534245
1022,3921.556742649104308
1023,3922.686099738448320
1024,3933.533615203882164
1025,3936.489572145268085
1026,3940.403184987177156
1027,3942.333982234608811
1028,3944.057173872654403
1029,3946.854026095410518
1030,3950.096773080912953
1031,3950.876289163132697
1032,3952.919825009095803
1033,3954.732968562706446
1034,3957.933976161313240
1035,3959.499398011657377
1036,3960.791337348182878
1037,3963.488516615439949
1038,3968.503258277711211
1039,3971.334505015013292
1040,3972.087145584102927
1041,3973.412406199021007
1042,3976.031651149020036
1043,3977.055147929232135
1044,3982.026705013712217
1045,3985.077248420332580
1046,3987.217362748298910
1047,3988.735283138436898
1048,3999.482937219839641
1049,4002.669548282125106
1050,4013.250928766124616
1051,4016.958999907370071
1052,4018.054638390282435
1053,4019.148072796121596
1054,4023.887581357839736
1055,4026.593090026538448
1056,4027.906208110300213
1057,4030.946241138341065
1058,4031.641406827241099
1059,4034.505281907564040
1060,4038.270986560917663
1061,4041.447137800542805
1062,4044.313283406333994
1063,4046.184281123243181
1064,4047.441213734597113
1065,4048.392572192582520
1066,4049.956908877666137
1067,4051.375971199274318
1068,4053.009985985263938
1069,4057.036821076608248
1070,4058.023889657337804
1071,4059.074171943195324
1072,4060.054941969043284
1073,4061.737464886828548
1074,4062.887726654541893
1075,4077.423120471788025
1076,4080.117473762220470
1077,4081.047396516508343
1078,4084.923166584046612
1079,4086.357608390185760
1080,4086.979514827490220
1081,4088.776142025835270
1082,4091.950055073150452
1083,4093.888402561558451
1084,4096.499751469699731
1085,4098.464876553989598
1086,4101.605542110679380
1087,4104.634170928609819
1088,4105.505558412354731
1089,4107.332709959720887
1090,4108.579564363388272
1091,4113.474227556800543
1092,4118.992334460476741
1093,4121.819274741151276
1094,4124.655995585884739
1095,4125.579723275146534
1096,4127.572721287322565
1097,4128.751428037166079
1098,4130.482541181406305
1099,4132.713587272810400
1100,4135.432400223301556
1101,4136.421942522709287
1102,4139.482617747068616
1103,4141.385739860753347
1104,4143.332422735185901
1105,4147.050098497097679
1106,4149.098297428922706
1107,4151.155795743216913
1108,4152.761653237280370
1109,4153.856039683638301
1110,4156.935576951186704
1111,4159.501432805840523
1112,4162.366802616254972
1113,4167.473182388076566
1114,4168.314737765854261
1115,4170.466066446141667
1116,4172.107738148151839
1117,4173.385376210559116
1118,4177.304495646034411
1119,4181.905372214358977
1120,4182.914324012580437
1121,4183.891965389814686
1122,4185.974325483172834
1123,4189.591553368020868
1124,4195.565082478381555
1125,4196.595652930031065
1126,4198.439568868004244
1127,4199.282511578086087
1128,4202.371025377249680
1129,4203.298891608908889
1130,4206.844973150594342
1131,4212.122997255369228
1132,4212.991811180453624
1133,4214.104788426376217
1134,4216.810589667978093
1135,4217.541642414765192
1136,4219.635677930660677
1137,4222.547998165335230
1138,4225.311906528531836
1139,4227.235595957876285
1140,4229.468780780353882
1141,4234.109632655252426
1142,4239.039100823804802
1143,4240.657260387701172
1144,4241.806801975782946
1145,4243.560604696862356
1146,4244.602370665546005
1147,4245.548210378518888
1148,4248.824780813120014
1149,4254.632049882025058
1150,4256.215533077651344
1151,4257.003918607646483
1152,4258.443913814870029
1153,4259.202226094992511
1154,4260.840709989811330
1155,4262.862630113766500
1156,4263.789780002703992
1157,4265.158245991991862
1158,4266.197847166804422
1159,4276.703902019959969
1160,4277.434907528945587
1161,4279.530628640340183
1162,4280.198880835518139
1163,4283.523383273227410
1164,4286.129330411906267
1165,4289.828003327546867
1166,4291.709197765127101
1167,4292.947018776207187
1168,4293.792861087748861
1169,4298.630120590844854
1170,4303.246548795767012
1171,4304.632173117816819
1172,4305.605870664401664
1173,4307.467257530119241
1174,4312.248696419475891
1175,4314.811906326041026
1176,4318.897371292647222
1177,4322.650949506248253
1178,4324.556064878976940
1179,4326.369124976772582
1180,4327.339049647607681
1181,4328.597389880213996
1182,4332.284350057278971
1183,4334.028571148834999
1184,4335.044711452548654
1185,4337.094957207801599
1186,4339.070113964468874
1187,4340.077426127605577
1188,4342.888830174146278
1189,4343.585675108350188
1190,4356.504473022173443
1191,4361.217605524254395
1192,4366.961801296029989
1193,4367.722989747785505
1194,4370.748540825376040
1195,4373.898464541298381
1196,4374.680466886293289
1197,4386.072063351079123
1198,4387.761083777506428
1199,4389.015338310749939
1200,4389.749703548386606
1201,4391.037832222489669
1202,4401.225692747108951
1203,4403.224312162377828
1204,4405.227646885763534
1205,4407.959256890292636
1206,4412.259380717720887
1207,4413.941470395022407
1208,4415.843670353543530
1209,4416.607514686193099
1210,4417.557382666249396
1211,4419.934503028392101
1212,4424.348861526449582
1213,4425.213001103076749
1214,4427.154635051849255
1215,4428.093031617556335
1216,4429.517925662758898
1217,4430.232029939439599
1218,4431.430836598520727
1219,4434.039291637078350
1220,4437.960717204306093
1221,4439.572555349852337
1222,4443.372307977331729
1223,4444.547827939307354
1224,4445.271228365920251
1225,4447.295708542258581
1226,4448.321400795804948
1227,4451.104516246771709
1228,4452.169252932758354
1229,4457.219567508289401
1230,4458.201415634480327
1231,4462.749303454893379
1232,4463.601592728736250
1233,4464.787173820699536
1234,4465.816893177589009
1235,4467.752478790845998
1236,4471.321825619580522
1237,4476.216073101260008
1238,4477.025112156407886
1239,4479.254054823160914
1240,4479.757711921622104
1241,4491.244979074167532
1242,4492.670502180238145
1243,4493.515597713037096
1244,4494.503229026156077
1245,4498.087924572006159
1246,4500.187694051772269
1247,4502.702906165790409
1248,4503.744229144305791
1249,4507.721832366743001
1250,4511.491006358563936
1251,4515.174848847520479
1252,4516.153741297162014
1253,4518.329734684493815
1254,4522.125368527876162
1255,4523.245032419366908
1256,4524.960238854780073
1257,4525.830450662030671
1258,4527.907792123378385
1259,4531.353744487149925
1260,4533.311385873010295
